"season","mnth","day","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","bikers"
2,"May",148,"21",0,6,0,"clear",0.66,0.6212,0.74,0.2985,201
2,"May",148,"22",0,6,0,"clear",0.66,0.6061,0.78,0.2239,161
2,"May",148,"23",0,6,0,"clear",0.64,0.5758,0.83,0.194,125
2,"May",149,"0",0,0,0,"clear",0.64,0.5758,0.83,0.2239,83
2,"May",149,"1",0,0,0,"clear",0.62,0.5606,0.88,0.1642,66
2,"May",149,"2",0,0,0,"clear",0.62,0.5606,0.88,0.1045,61
2,"May",149,"3",0,0,0,"clear",0.62,0.5606,0.88,0.1045,26
2,"May",149,"4",0,0,0,"clear",0.6,0.5455,0.88,0.0896,23
2,"May",149,"5",0,0,0,"clear",0.6,0.5152,0.94,0.1642,6
2,"May",149,"6",0,0,0,"cloudy/misty",0.62,0.5606,0.88,0.194,15
2,"May",149,"7",0,0,0,"cloudy/misty",0.62,0.5606,0.88,0.2537,30
2,"May",149,"8",0,0,0,"cloudy/misty",0.62,0.5606,0.88,0.2239,96
2,"May",149,"9",0,0,0,"cloudy/misty",0.62,0.5455,0.94,0.2537,152
2,"May",149,"10",0,0,0,"cloudy/misty",0.66,0.6061,0.83,0.2239,251
2,"May",149,"11",0,0,0,"cloudy/misty",0.66,0.6061,0.83,0.2836,319
2,"May",149,"12",0,0,0,"cloudy/misty",0.7,0.6667,0.74,0.2239,402
2,"May",149,"13",0,0,0,"clear",0.72,0.6818,0.7,0.2836,418
2,"May",149,"14",0,0,0,"clear",0.74,0.697,0.7,0.2836,351
2,"May",149,"15",0,0,0,"clear",0.74,0.697,0.7,0.2985,376
2,"May",149,"16",0,0,0,"clear",0.74,0.697,0.7,0.2836,361
2,"May",149,"17",0,0,0,"clear",0.74,0.697,0.7,0.2836,383
2,"May",149,"18",0,0,0,"clear",0.72,0.697,0.74,0.2836,328
2,"May",149,"19",0,0,0,"clear",0.72,0.697,0.74,0.2537,287
2,"May",149,"20",0,0,0,"clear",0.7,0.6667,0.79,0.194,219
2,"May",149,"21",0,0,0,"clear",0.68,0.6364,0.83,0.1642,229
2,"May",149,"22",0,0,0,"clear",0.66,0.5909,0.89,0.1343,171
2,"May",149,"23",0,0,0,"clear",0.66,0.5909,0.89,0.1642,135
2,"May",150,"0",1,1,0,"clear",0.64,0.5606,0.94,0.194,103
2,"May",150,"1",1,1,0,"clear",0.64,0.5606,0.94,0.1343,79
2,"May",150,"2",1,1,0,"clear",0.64,0.5606,0.94,0.194,45
2,"May",150,"3",1,1,0,"clear",0.64,0.5606,0.94,0.194,18
2,"May",150,"4",1,1,0,"clear",0.62,0.5455,0.94,0.1642,6
2,"May",150,"5",1,1,0,"cloudy/misty",0.62,0.5455,0.94,0.1045,7
2,"May",150,"6",1,1,0,"cloudy/misty",0.64,0.5606,0.94,0.0896,16
2,"May",150,"7",1,1,0,"cloudy/misty",0.64,0.5606,0.94,0,31
2,"May",150,"8",1,1,0,"cloudy/misty",0.66,0.5909,0.89,0.1045,94
2,"May",150,"9",1,1,0,"clear",0.72,0.697,0.74,0.0896,128
2,"May",150,"10",1,1,0,"clear",0.8,0.7576,0.55,0.2537,269
2,"May",150,"11",1,1,0,"clear",0.82,0.7727,0.52,0,321
2,"May",150,"12",1,1,0,"clear",0.86,0.803,0.47,0.1045,366
2,"May",150,"13",1,1,0,"clear",0.86,0.7879,0.44,0.0896,350
2,"May",150,"14",1,1,0,"clear",0.88,0.803,0.39,0,327
2,"May",150,"15",1,1,0,"clear",0.88,0.803,0.39,0.2537,311
2,"May",150,"16",1,1,0,"clear",0.88,0.7879,0.37,0.2836,309
2,"May",150,"17",1,1,0,"clear",0.86,0.7879,0.41,0.2239,304
2,"May",150,"18",1,1,0,"clear",0.86,0.7879,0.41,0.1642,249
2,"May",150,"19",1,1,0,"cloudy/misty",0.52,0.5,0.48,0.1045,225
2,"May",150,"20",1,1,0,"clear",0.76,0.7121,0.58,0,237
2,"May",150,"21",1,1,0,"clear",0.74,0.697,0.7,0.1343,149
2,"May",150,"22",1,1,0,"clear",0.72,0.697,0.74,0.1642,106
2,"May",150,"23",1,1,0,"clear",0.7,0.6667,0.84,0.1045,48
2,"May",151,"0",0,2,1,"clear",0.7,0.6667,0.79,0.0896,29
2,"May",151,"1",0,2,1,"clear",0.68,0.6364,0.89,0.0896,17
2,"May",151,"2",0,2,1,"cloudy/misty",0.66,0.5909,0.94,0.1343,12
2,"May",151,"3",0,2,1,"cloudy/misty",0.64,0.5606,0.94,0,4
2,"May",151,"4",0,2,1,"clear",0.66,0.6061,0.83,0.0896,3
2,"May",151,"5",0,2,1,"clear",0.66,0.6061,0.83,0.0896,26
2,"May",151,"6",0,2,1,"clear",0.68,0.6364,0.79,0.0896,109
2,"May",151,"7",0,2,1,"clear",0.74,0.697,0.66,0.1045,235
2,"May",151,"8",0,2,1,"clear",0.78,0.7424,0.59,0.1343,406
2,"May",151,"9",0,2,1,"clear",0.8,0.7576,0.55,0.1343,175
2,"May",151,"10",0,2,1,"clear",0.82,0.7879,0.56,0.1343,109
2,"May",151,"11",0,2,1,"clear",0.86,0.803,0.47,0,106
2,"May",151,"12",0,2,1,"clear",0.86,0.803,0.47,0.1343,162
2,"May",151,"13",0,2,1,"clear",0.9,0.8333,0.39,0.1642,147
2,"May",151,"14",0,2,1,"clear",0.9,0.8182,0.37,0,140
2,"May",151,"15",0,2,1,"clear",0.9,0.8182,0.37,0.1642,175
2,"May",151,"16",0,2,1,"clear",0.9,0.8333,0.39,0.1343,249
2,"May",151,"17",0,2,1,"clear",0.84,0.803,0.53,0.2239,495
2,"May",151,"18",0,2,1,"clear",0.84,0.803,0.53,0.194,417
2,"May",151,"19",0,2,1,"clear",0.78,0.7424,0.62,0.1045,285
2,"May",151,"20",0,2,1,"clear",0.78,0.7424,0.62,0.1045,251
2,"May",151,"21",0,2,1,"clear",0.76,0.7273,0.66,0.1045,210
2,"May",151,"22",0,2,1,"clear",0.74,0.697,0.7,0.1642,159
2,"May",151,"23",0,2,1,"clear",0.72,0.697,0.79,0.0896,61
2,"June",152,"0",0,3,1,"clear",0.7,0.6667,0.79,0.1642,34
2,"June",152,"1",0,3,1,"clear",0.7,0.6667,0.84,0.2537,17
2,"June",152,"2",0,3,1,"clear",0.7,0.6667,0.79,0.1642,3
2,"June",152,"3",0,3,1,"clear",0.68,0.6364,0.89,0.194,6
2,"June",152,"4",0,3,1,"cloudy/misty",0.68,0.6364,0.89,0.2239,4
2,"June",152,"5",0,3,1,"cloudy/misty",0.66,0.5909,0.89,0.0896,21
2,"June",152,"6",0,3,1,"cloudy/misty",0.68,0.6364,0.89,0.0896,128
2,"June",152,"7",0,3,1,"cloudy/misty",0.7,0.6667,0.79,0.1642,284
2,"June",152,"8",0,3,1,"cloudy/misty",0.72,0.697,0.79,0.194,454
2,"June",152,"9",0,3,1,"cloudy/misty",0.74,0.7121,0.74,0.2239,207
2,"June",152,"10",0,3,1,"cloudy/misty",0.76,0.7424,0.75,0.2537,115
2,"June",152,"11",0,3,1,"cloudy/misty",0.82,0.803,0.59,0.2239,112
2,"June",152,"12",0,3,1,"clear",0.86,0.8333,0.53,0,169
2,"June",152,"13",0,3,1,"clear",0.9,0.8182,0.37,0.194,154
2,"June",152,"14",0,3,1,"clear",0.9,0.8182,0.37,0.2537,145
2,"June",152,"15",0,3,1,"clear",0.9,0.8333,0.39,0.2985,152
2,"June",152,"16",0,3,1,"clear",0.86,0.803,0.47,0.2985,266
2,"June",152,"17",0,3,1,"clear",0.86,0.803,0.47,0.2985,486
2,"June",152,"18",0,3,1,"light rain/snow",0.82,0.7879,0.56,0.3881,309
2,"June",152,"19",0,3,1,"cloudy/misty",0.74,0.7121,0.79,0.1642,264
2,"June",152,"20",0,3,1,"cloudy/misty",0.74,0.7121,0.79,0.2537,256
2,"June",152,"21",0,3,1,"clear",0.74,0.697,0.7,0.2836,190
2,"June",152,"22",0,3,1,"clear",0.74,0.697,0.66,0.1343,129
2,"June",152,"23",0,3,1,"clear",0.74,0.6667,0.51,0.1642,69
2,"June",153,"0",0,4,1,"clear",0.74,0.6515,0.4,0.3582,42
2,"June",153,"1",0,4,1,"clear",0.72,0.6515,0.38,0.1045,15
2,"June",153,"2",0,4,1,"clear",0.7,0.6364,0.39,0,6
2,"June",153,"3",0,4,1,"clear",0.66,0.6212,0.44,0.1045,4
2,"June",153,"4",0,4,1,"clear",0.66,0.6212,0.41,0.194,3
2,"June",153,"5",0,4,1,"clear",0.66,0.6212,0.39,0.2239,31
2,"June",153,"6",0,4,1,"clear",0.66,0.6212,0.39,0.1343,113
2,"June",153,"7",0,4,1,"clear",0.7,0.6364,0.34,0.2537,304
2,"June",153,"8",0,4,1,"clear",0.7,0.6364,0.32,0.2985,467
2,"June",153,"9",0,4,1,"clear",0.72,0.6364,0.26,0.3582,225
2,"June",153,"10",0,4,1,"clear",0.72,0.6515,0.28,0.4925,139
2,"June",153,"11",0,4,1,"clear",0.74,0.6515,0.28,0.3881,165
2,"June",153,"12",0,4,1,"clear",0.76,0.6667,0.25,0.4627,232
2,"June",153,"13",0,4,1,"clear",0.8,0.6818,0.24,0.3582,203
2,"June",153,"14",0,4,1,"clear",0.78,0.6667,0.24,0.3284,185
2,"June",153,"15",0,4,1,"clear",0.8,0.6818,0.21,0.3881,188
2,"June",153,"16",0,4,1,"clear",0.8,0.6818,0.22,0.4925,318
2,"June",153,"17",0,4,1,"clear",0.76,0.6515,0.2,0.5224,572
2,"June",153,"18",0,4,1,"clear",0.74,0.6515,0.22,0.3881,525
2,"June",153,"19",0,4,1,"clear",0.72,0.6364,0.23,0.2985,379
2,"June",153,"20",0,4,1,"clear",0.7,0.6364,0.24,0.194,337
2,"June",153,"21",0,4,1,"clear",0.66,0.6212,0.31,0.194,248
2,"June",153,"22",0,4,1,"clear",0.64,0.6212,0.33,0.2537,155
2,"June",153,"23",0,4,1,"clear",0.62,0.6212,0.35,0.2239,112
2,"June",154,"0",0,5,1,"clear",0.62,0.6212,0.38,0.2836,68
2,"June",154,"1",0,5,1,"clear",0.6,0.6212,0.38,0.3582,22
2,"June",154,"2",0,5,1,"clear",0.56,0.5303,0.43,0.2239,12
2,"June",154,"3",0,5,1,"clear",0.54,0.5152,0.49,0.2239,5
2,"June",154,"4",0,5,1,"clear",0.52,0.5,0.48,0.3284,6
2,"June",154,"5",0,5,1,"clear",0.52,0.5,0.48,0.3582,28
2,"June",154,"6",0,5,1,"clear",0.54,0.5152,0.45,0.2985,106
2,"June",154,"7",0,5,1,"clear",0.54,0.5152,0.45,0.2537,277
2,"June",154,"8",0,5,1,"cloudy/misty",0.56,0.5303,0.43,0.3284,502
2,"June",154,"9",0,5,1,"clear",0.58,0.5455,0.4,0.1642,230
2,"June",154,"10",0,5,1,"clear",0.62,0.6212,0.33,0.2537,161
2,"June",154,"11",0,5,1,"clear",0.64,0.6212,0.31,0.3284,192
2,"June",154,"12",0,5,1,"clear",0.66,0.6212,0.27,0.2836,259
2,"June",154,"13",0,5,1,"clear",0.68,0.6212,0.26,0.2537,248
2,"June",154,"14",0,5,1,"clear",0.7,0.6364,0.28,0.2836,240
2,"June",154,"15",0,5,1,"clear",0.7,0.6364,0.28,0.2836,212
2,"June",154,"16",0,5,1,"clear",0.72,0.6364,0.26,0.3284,349
2,"June",154,"17",0,5,1,"clear",0.72,0.6364,0.25,0.2836,558
2,"June",154,"18",0,5,1,"clear",0.7,0.6364,0.24,0.2985,564
2,"June",154,"19",0,5,1,"clear",0.68,0.6212,0.26,0.2836,391
2,"June",154,"20",0,5,1,"clear",0.64,0.6212,0.29,0.1642,293
2,"June",154,"21",0,5,1,"clear",0.64,0.6212,0.29,0.1045,247
2,"June",154,"22",0,5,1,"clear",0.62,0.6212,0.35,0,171
2,"June",154,"23",0,5,1,"clear",0.58,0.5455,0.46,0.1045,171
2,"June",155,"0",0,6,0,"clear",0.56,0.5303,0.52,0,93
2,"June",155,"1",0,6,0,"clear",0.54,0.5152,0.64,0.1045,94
2,"June",155,"2",0,6,0,"clear",0.54,0.5152,0.56,0.194,59
2,"June",155,"3",0,6,0,"clear",0.52,0.5,0.59,0.1045,18
2,"June",155,"4",0,6,0,"clear",0.52,0.5,0.59,0.0896,15
2,"June",155,"5",0,6,0,"clear",0.5,0.4848,0.64,0,8
2,"June",155,"6",0,6,0,"clear",0.54,0.5152,0.6,0,28
2,"June",155,"7",0,6,0,"clear",0.56,0.5303,0.56,0,87
2,"June",155,"8",0,6,0,"clear",0.6,0.6212,0.46,0.0896,125
2,"June",155,"9",0,6,0,"clear",0.62,0.6212,0.43,0.1343,224
2,"June",155,"10",0,6,0,"clear",0.64,0.6212,0.38,0.1045,317
2,"June",155,"11",0,6,0,"clear",0.66,0.6212,0.36,0.1343,369
2,"June",155,"12",0,6,0,"clear",0.7,0.6364,0.32,0.1642,420
2,"June",155,"13",0,6,0,"clear",0.74,0.6515,0.28,0.1343,456
2,"June",155,"14",0,6,0,"clear",0.74,0.6515,0.33,0.2239,451
2,"June",155,"15",0,6,0,"cloudy/misty",0.74,0.6515,0.27,0.4179,404
2,"June",155,"16",0,6,0,"cloudy/misty",0.72,0.6515,0.3,0.1343,440
2,"June",155,"17",0,6,0,"cloudy/misty",0.72,0.6515,0.34,0.2537,344
2,"June",155,"18",0,6,0,"cloudy/misty",0.74,0.6515,0.3,0.1642,341
2,"June",155,"19",0,6,0,"cloudy/misty",0.7,0.6364,0.39,0.0896,285
2,"June",155,"20",0,6,0,"cloudy/misty",0.7,0.6515,0.48,0.0896,239
2,"June",155,"21",0,6,0,"cloudy/misty",0.66,0.6212,0.47,0.1045,185
2,"June",155,"22",0,6,0,"clear",0.64,0.6212,0.57,0.2239,190
2,"June",155,"23",0,6,0,"cloudy/misty",0.64,0.6212,0.57,0,150
2,"June",156,"0",0,0,0,"clear",0.64,0.6212,0.57,0.0896,113
2,"June",156,"1",0,0,0,"cloudy/misty",0.64,0.6212,0.61,0.1642,96
2,"June",156,"2",0,0,0,"cloudy/misty",0.64,0.6212,0.61,0.1642,64
2,"June",156,"3",0,0,0,"cloudy/misty",0.62,0.6061,0.65,0.1642,47
2,"June",156,"4",0,0,0,"cloudy/misty",0.62,0.6061,0.65,0.1642,12
2,"June",156,"5",0,0,0,"cloudy/misty",0.62,0.6061,0.61,0.1343,6
2,"June",156,"6",0,0,0,"cloudy/misty",0.62,0.6061,0.61,0.1045,21
2,"June",156,"7",0,0,0,"cloudy/misty",0.6,0.5909,0.73,0.2537,27
2,"June",156,"8",0,0,0,"cloudy/misty",0.6,0.5909,0.73,0.2537,98
2,"June",156,"9",0,0,0,"cloudy/misty",0.6,0.5758,0.78,0.194,164
2,"June",156,"10",0,0,0,"cloudy/misty",0.62,0.5909,0.73,0.0896,251
2,"June",156,"11",0,0,0,"cloudy/misty",0.64,0.6061,0.69,0.1045,335
2,"June",156,"12",0,0,0,"cloudy/misty",0.64,0.6061,0.69,0.1045,335
2,"June",156,"13",0,0,0,"clear",0.66,0.6212,0.65,0.1045,367
2,"June",156,"14",0,0,0,"clear",0.7,0.6515,0.58,0.1642,385
2,"June",156,"15",0,0,0,"clear",0.7,0.6515,0.54,0,417
2,"June",156,"16",0,0,0,"clear",0.72,0.6667,0.51,0.0896,398
2,"June",156,"17",0,0,0,"clear",0.74,0.6667,0.51,0,390
2,"June",156,"18",0,0,0,"clear",0.7,0.6515,0.58,0.1045,363
2,"June",156,"19",0,0,0,"clear",0.68,0.6364,0.65,0.1642,357
2,"June",156,"20",0,0,0,"clear",0.66,0.6212,0.69,0.194,279
2,"June",156,"21",0,0,0,"clear",0.64,0.6061,0.73,0.1642,165
2,"June",156,"22",0,0,0,"clear",0.64,0.5909,0.78,0.2239,130
2,"June",156,"23",0,0,0,"clear",0.62,0.5909,0.78,0.1343,86
2,"June",157,"0",0,1,1,"clear",0.62,0.5909,0.78,0.1343,29
2,"June",157,"1",0,1,1,"clear",0.6,0.5606,0.83,0.1343,14
2,"June",157,"2",0,1,1,"clear",0.58,0.5455,0.88,0.1045,8
2,"June",157,"3",0,1,1,"clear",0.58,0.5455,0.88,0,5
2,"June",157,"4",0,1,1,"clear",0.56,0.5303,0.94,0.1045,8
2,"June",157,"5",0,1,1,"clear",0.56,0.5303,0.88,0.0896,31
2,"June",157,"6",0,1,1,"clear",0.58,0.5455,0.88,0,112
2,"June",157,"7",0,1,1,"clear",0.62,0.5909,0.78,0.1045,299
2,"June",157,"8",0,1,1,"clear",0.64,0.6061,0.73,0.0896,438
2,"June",157,"9",0,1,1,"clear",0.7,0.6515,0.58,0.1642,188
2,"June",157,"10",0,1,1,"clear",0.72,0.6667,0.51,0.2239,95
2,"June",157,"11",0,1,1,"clear",0.74,0.6667,0.42,0.1343,111
2,"June",157,"12",0,1,1,"clear",0.76,0.6667,0.37,0.1642,153
2,"June",157,"13",0,1,1,"clear",0.78,0.6818,0.35,0,180
2,"June",157,"14",0,1,1,"clear",0.78,0.6818,0.31,0.1343,145
2,"June",157,"15",0,1,1,"clear",0.8,0.697,0.29,0.194,165
2,"June",157,"16",0,1,1,"clear",0.76,0.6667,0.33,0.1343,267
2,"June",157,"17",0,1,1,"clear",0.78,0.6818,0.33,0.2836,579
2,"June",157,"18",0,1,1,"clear",0.76,0.6667,0.31,0.1343,556
2,"June",157,"19",0,1,1,"clear",0.72,0.6667,0.54,0.194,407
2,"June",157,"20",0,1,1,"clear",0.68,0.6364,0.61,0.1343,336
2,"June",157,"21",0,1,1,"clear",0.66,0.6212,0.57,0.0896,189
2,"June",157,"22",0,1,1,"clear",0.66,0.6212,0.61,0.0896,173
2,"June",157,"23",0,1,1,"clear",0.64,0.6061,0.69,0.0896,60
2,"June",158,"0",0,2,1,"clear",0.64,0.6061,0.65,0.0896,20
2,"June",158,"1",0,2,1,"clear",0.62,0.6061,0.69,0.1343,4
2,"June",158,"2",0,2,1,"clear",0.6,0.5909,0.73,0.0896,5
2,"June",158,"3",0,2,1,"clear",0.6,0.5909,0.73,0.0896,2
2,"June",158,"4",0,2,1,"clear",0.58,0.5455,0.83,0.1343,5
2,"June",158,"5",0,2,1,"clear",0.58,0.5455,0.88,0.1642,32
2,"June",158,"6",0,2,1,"clear",0.6,0.5758,0.78,0.1343,126
2,"June",158,"7",0,2,1,"cloudy/misty",0.64,0.6061,0.69,0.194,334
2,"June",158,"8",0,2,1,"cloudy/misty",0.68,0.6364,0.61,0.1343,477
2,"June",158,"9",0,2,1,"cloudy/misty",0.72,0.6667,0.58,0.2239,217
2,"June",158,"10",0,2,1,"cloudy/misty",0.76,0.6818,0.48,0.194,123
2,"June",158,"11",0,2,1,"cloudy/misty",0.76,0.697,0.52,0.2537,151
2,"June",158,"12",0,2,1,"cloudy/misty",0.8,0.7273,0.46,0.2836,183
2,"June",158,"13",0,2,1,"cloudy/misty",0.8,0.7273,0.43,0.2537,196
2,"June",158,"14",0,2,1,"cloudy/misty",0.8,0.7273,0.43,0.2836,146
2,"June",158,"15",0,2,1,"cloudy/misty",0.82,0.7424,0.41,0.3284,183
2,"June",158,"16",0,2,1,"clear",0.8,0.7121,0.38,0.2239,308
2,"June",158,"17",0,2,1,"clear",0.8,0.7273,0.43,0.2537,539
2,"June",158,"18",0,2,1,"clear",0.78,0.697,0.46,0.2836,551
2,"June",158,"19",0,2,1,"clear",0.76,0.6818,0.48,0.2537,424
2,"June",158,"20",0,2,1,"clear",0.74,0.6818,0.56,0.1343,346
2,"June",158,"21",0,2,1,"clear",0.72,0.6818,0.7,0.1343,218
2,"June",158,"22",0,2,1,"clear",0.7,0.6515,0.65,0.1343,153
2,"June",158,"23",0,2,1,"clear",0.68,0.6364,0.79,0.1045,90
2,"June",159,"0",0,3,1,"clear",0.66,0.5909,0.89,0.1343,41
2,"June",159,"1",0,3,1,"clear",0.66,0.6061,0.78,0,23
2,"June",159,"2",0,3,1,"clear",0.64,0.5758,0.89,0.0896,7
2,"June",159,"3",0,3,1,"clear",0.64,0.5758,0.89,0.0896,3
2,"June",159,"4",0,3,1,"clear",0.62,0.5758,0.83,0,6
2,"June",159,"5",0,3,1,"clear",0.62,0.5606,0.88,0,21
2,"June",159,"6",0,3,1,"clear",0.64,0.5758,0.89,0.1343,116
2,"June",159,"7",0,3,1,"clear",0.66,0.6212,0.74,0.1045,353
2,"June",159,"8",0,3,1,"clear",0.76,0.7121,0.58,0.1642,481
2,"June",159,"9",0,3,1,"clear",0.76,0.7121,0.58,0.1642,202
2,"June",159,"10",0,3,1,"clear",0.82,0.7424,0.43,0.2239,90
2,"June",159,"11",0,3,1,"clear",0.84,0.7576,0.41,0.194,134
2,"June",159,"12",0,3,1,"clear",0.88,0.8182,0.42,0.1343,149
2,"June",159,"13",0,3,1,"clear",0.9,0.8485,0.42,0,136
2,"June",159,"14",0,3,1,"clear",0.92,0.8788,0.4,0.2537,155
2,"June",159,"15",0,3,1,"clear",0.92,0.8788,0.4,0.1642,128
2,"June",159,"16",0,3,1,"clear",0.92,0.8788,0.4,0.2239,233
2,"June",159,"17",0,3,1,"clear",0.92,0.8485,0.35,0.2239,506
2,"June",159,"18",0,3,1,"clear",0.9,0.8182,0.37,0.2239,459
2,"June",159,"19",0,3,1,"clear",0.82,0.803,0.59,0.1343,384
2,"June",159,"20",0,3,1,"clear",0.8,0.7879,0.63,0.1343,280
2,"June",159,"21",0,3,1,"clear",0.8,0.803,0.66,0.1343,202
2,"June",159,"22",0,3,1,"clear",0.76,0.7424,0.75,0.1642,176
2,"June",159,"23",0,3,1,"clear",0.76,0.7424,0.75,0.194,116
2,"June",160,"0",0,4,1,"cloudy/misty",0.74,0.7121,0.79,0.1343,47
2,"June",160,"1",0,4,1,"clear",0.74,0.7121,0.79,0.1045,16
2,"June",160,"2",0,4,1,"cloudy/misty",0.72,0.7121,0.84,0.1642,6
2,"June",160,"3",0,4,1,"cloudy/misty",0.72,0.7121,0.84,0.1045,2
2,"June",160,"4",0,4,1,"cloudy/misty",0.72,0.697,0.79,0.0896,6
2,"June",160,"5",0,4,1,"cloudy/misty",0.7,0.6667,0.84,0,20
2,"June",160,"6",0,4,1,"cloudy/misty",0.72,0.7121,0.84,0.0896,118
2,"June",160,"7",0,4,1,"cloudy/misty",0.72,0.697,0.79,0.1343,314
2,"June",160,"8",0,4,1,"cloudy/misty",0.76,0.7273,0.7,0.1045,432
2,"June",160,"9",0,4,1,"clear",0.84,0.7879,0.49,0,168
2,"June",160,"10",0,4,1,"clear",0.86,0.8182,0.5,0.2836,94
2,"June",160,"11",0,4,1,"clear",0.9,0.8485,0.42,0.2239,118
2,"June",160,"12",0,4,1,"clear",0.92,0.8485,0.35,0.194,140
2,"June",160,"13",0,4,1,"clear",0.9,0.8182,0.37,0.0896,136
2,"June",160,"14",0,4,1,"clear",0.92,0.8788,0.4,0.194,118
2,"June",160,"15",0,4,1,"clear",0.94,0.8333,0.31,0.1642,104
2,"June",160,"16",0,4,1,"clear",0.92,0.8333,0.33,0.1343,200
2,"June",160,"17",0,4,1,"clear",0.9,0.8182,0.37,0.2537,409
2,"June",160,"18",0,4,1,"clear",0.88,0.803,0.39,0.2836,466
2,"June",160,"19",0,4,1,"cloudy/misty",0.84,0.7424,0.39,0.3284,326
2,"June",160,"20",0,4,1,"cloudy/misty",0.8,0.7273,0.43,0.194,254
2,"June",160,"21",0,4,1,"light rain/snow",0.76,0.697,0.52,0,171
2,"June",160,"22",0,4,1,"cloudy/misty",0.74,0.6818,0.58,0.1642,153
2,"June",160,"23",0,4,1,"cloudy/misty",0.74,0.697,0.57,0.1642,97
2,"June",161,"0",0,5,1,"light rain/snow",0.7,0.6515,0.65,0.2239,69
2,"June",161,"1",0,5,1,"light rain/snow",0.7,0.6515,0.65,0.2239,23
2,"June",161,"2",0,5,1,"clear",0.68,0.6364,0.69,0.1642,13
2,"June",161,"3",0,5,1,"clear",0.68,0.6364,0.69,0.1642,6
2,"June",161,"4",0,5,1,"clear",0.66,0.6061,0.78,0.1642,4
2,"June",161,"5",0,5,1,"clear",0.66,0.6061,0.78,0.1642,28
2,"June",161,"6",0,5,1,"clear",0.66,0.6061,0.78,0.0896,104
2,"June",161,"7",0,5,1,"clear",0.72,0.6818,0.66,0.1045,267
2,"June",161,"8",0,5,1,"clear",0.74,0.6818,0.58,0.1343,452
2,"June",161,"9",0,5,1,"clear",0.76,0.697,0.55,0,213
2,"June",161,"10",0,5,1,"clear",0.78,0.7121,0.52,0,111
2,"June",161,"11",0,5,1,"clear",0.82,0.7576,0.46,0,153
2,"June",161,"12",0,5,1,"clear",0.84,0.7576,0.44,0.1343,207
2,"June",161,"13",0,5,1,"clear",0.84,0.7576,0.44,0.1045,189
2,"June",161,"14",0,5,1,"clear",0.86,0.7727,0.39,0,165
2,"June",161,"15",0,5,1,"clear",0.84,0.7576,0.44,0.1045,212
2,"June",161,"16",0,5,1,"clear",0.82,0.7879,0.56,0.2985,285
2,"June",161,"17",0,5,1,"clear",0.82,0.7727,0.52,0.2239,517
2,"June",161,"18",0,5,1,"clear",0.8,0.7727,0.59,0.2239,463
2,"June",161,"19",0,5,1,"clear",0.78,0.7424,0.59,0.194,306
2,"June",161,"20",0,5,1,"clear",0.76,0.7121,0.62,0.1045,250
2,"June",161,"21",0,5,1,"clear",0.76,0.7273,0.66,0.1343,218
2,"June",161,"22",0,5,1,"clear",0.72,0.697,0.74,0.2537,185
2,"June",161,"23",0,5,1,"clear",0.72,0.697,0.74,0.1642,146
2,"June",162,"0",0,6,0,"clear",0.7,0.6667,0.79,0.1343,117
2,"June",162,"1",0,6,0,"clear",0.7,0.6667,0.79,0.0896,77
2,"June",162,"2",0,6,0,"clear",0.7,0.6667,0.79,0.1045,60
2,"June",162,"3",0,6,0,"clear",0.68,0.6364,0.83,0.0896,28
2,"June",162,"4",0,6,0,"clear",0.68,0.6364,0.79,0.0896,13
2,"June",162,"5",0,6,0,"clear",0.68,0.6364,0.74,0.1343,16
2,"June",162,"6",0,6,0,"clear",0.7,0.6515,0.61,0.1343,40
2,"June",162,"7",0,6,0,"clear",0.72,0.6667,0.58,0.194,68
2,"June",162,"8",0,6,0,"clear",0.74,0.6818,0.58,0.194,143
2,"June",162,"9",0,6,0,"clear",0.74,0.6818,0.62,0.1343,230
2,"June",162,"10",0,6,0,"clear",0.74,0.6818,0.58,0.1642,264
2,"June",162,"11",0,6,0,"clear",0.76,0.7121,0.62,0.1343,325
2,"June",162,"12",0,6,0,"clear",0.8,0.7576,0.55,0.2239,347
2,"June",162,"13",0,6,0,"clear",0.8,0.7576,0.55,0.194,387
2,"June",162,"14",0,6,0,"clear",0.82,0.7727,0.49,0.1045,380
2,"June",162,"15",0,6,0,"clear",0.82,0.7727,0.49,0.1045,374
2,"June",162,"16",0,6,0,"cloudy/misty",0.8,0.7273,0.46,0.194,394
2,"June",162,"17",0,6,0,"cloudy/misty",0.74,0.6818,0.58,0.1642,337
2,"June",162,"18",0,6,0,"cloudy/misty",0.72,0.6818,0.62,0.1343,286
2,"June",162,"19",0,6,0,"clear",0.7,0.6515,0.65,0.194,264
2,"June",162,"20",0,6,0,"clear",0.68,0.6364,0.74,0.2537,275
2,"June",162,"21",0,6,0,"clear",0.66,0.6212,0.74,0.2239,220
2,"June",162,"22",0,6,0,"clear",0.66,0.6061,0.78,0.2239,190
2,"June",162,"23",0,6,0,"clear",0.66,0.6212,0.74,0.1045,131
2,"June",163,"0",0,0,0,"clear",0.66,0.6061,0.78,0.2239,119
2,"June",163,"1",0,0,0,"clear",0.64,0.5758,0.83,0.1045,93
2,"June",163,"2",0,0,0,"clear",0.64,0.5758,0.89,0.2537,66
2,"June",163,"3",0,0,0,"clear",0.64,0.5758,0.89,0.2836,28
